prospect_id,business_name,website,vertical,market,site_quality_score,site_quality_band,confidence,opportunity_score,verdict,offer,tier_reached,next_action
osm:way/557065197,Pacer Pool Services & Supplies Inc,https://pacerpools.com/,swimming-pool,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/562009268,"Mattioni Plumbing, Heating, & Cooling",https://www.callmattioni.com/,plumber,PHL,73,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/665110959,Lawn & Golf Supply Company,https://www.lawn-golf.com/,hardware,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/667575660,Peter Lumber Co.,https://www.peterlumber.com/,hardware,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/667752378,Sinton Air Conditioning & Heating Inc.,https://sintonair.com/,hvac,PHL,69,dated,0.91,51,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/687816859,City Electric Supply,https://www.cityelectricsupply.com/branch/409,energy-supplier,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/953143101,Signature HVAC,https://www.signaturehvac.com/,hvac,PHL,68,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1375579931,Bob Wagner's Flooring America,https://www.bobwagner.com/,floorer,PHL,50,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:way/1415232258,Borsello Landscaping,https://www.borsellolandscaping.com/landscape-services-avondale-pa/,gardener,PHL,35,decayed,0.91,57,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/1448249002,C&R Glass,https://www.candrglassinc.com/,trade,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1469668956,Martins Flooring,https://www.martinsflooring.com/locations/oxford-pa/,flooring,PHL,75,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/1469668958,Keen Compressed Gas Company,https://keengas.net/locations/4-oxford-pennsylvania-store,trade,PHL,55,dated,0.91,45,nurture,low-cost touch only,0,Bad site but opportunity 45 < build floor 55 — not worth a build slot
osm:way/1533050037,Metalmorphose Iron Studio,https://metalmorphoseironworks.com/,metal-construction,PHL,55,dated,0.91,60,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/804418401,Philadelphia Furniture Workshop,https://www.philadelphiafurnitureworkshop.com/,carpenter,PHL,68,dated,0.91,33,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1167906885,EMCO Tech Heating & Cooling,https://emcocooling.com/,hvac,PHL,68,dated,0.91,51,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7140146521,Philadelphia Paint Stores,https://www.ppgpaints.com/store-locator/us/pennsylvania/hatboro/philadelphia-paint-stores-27520,paint,PHL,48,decayed,0.91,47,nurture,low-cost touch only,0,Bad site but opportunity 47 < build floor 55 — not worth a build slot
osm:way/1328797683,homedepot.com,https://www.homedepot.com/l/Montgomeryville/PA/Lansdale/19446/4104/garden-center,garden-centre,PHL,71,unconfirmed,0.91,24,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/5516735436,E&S Autoparts,http://esauto.net/,doityourself,PHL,0,broken,1,82,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/10994786240,O'Donnell Roofing Co.,https://odonnellroofingco.com/,roofer,PHL,72,unconfirmed,0.91,29,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/284941917,Carlton Pools,https://www.carltonpools.com/west-chester,swimming-pool,PHL,74,unconfirmed,0.91,27,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/664981731,Sequoia Supply,https://www.decksupplies.com/contact-us/,trade,PHL,64,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6985918907,Brandywine Quarry,https://www.brandywinequarry.com/,trade,PHL,73,unconfirmed,0.91,29,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11053681688,Sugarbridge Kitchen & Bath,https://www.sugarbridge.com/,kitchen,PHL,74,unconfirmed,0.91,27,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/2151219107,Talking Headz,https://www.talkingheadzsalon.com/,hairdresser,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/2175209362,Wayne's Garage,https://www.waynesgarageinc.net/,car-repair,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/2572265674,Lumos Yoga & Barre,https://www.lumosyogaandbarre.com/,fitness-centre,PHL,68,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/2699315988,Go Vertical - Indoor Rock Climbing Gym,http://www.govertical.com/,fitness-centre,PHL,15,broken,0.91,75,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/2700105358,Tune Up Barbershop,https://www.tuneupbarbershop.com/,hairdresser,PHL,55,dated,0.91,45,nurture,low-cost touch only,0,Bad site but opportunity 45 < build floor 55 — not worth a build slot
osm:node/2718265372,Crossfit Love,https://crossfitlove.com/,fitness-centre,PHL,54,dated,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
osm:node/3103199837,Lacquer Lounge,https://lacquerlounge.com/,beauty,PHL,74,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/3103200329,City Fitness,https://cityfitness.com/old-city-club/,fitness-centre,PHL,72,unconfirmed,0.91,31,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/4064309384,Mingle Nail Lounge,https://www.minglenaillounge.com/,beauty,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/4115044300,Sulimay's Barber Shop,http://sulimays.com/,hairdresser,PHL,52,dated,0.91,46,nurture,low-cost touch only,0,Bad site but opportunity 46 < build floor 55 — not worth a build slot
osm:node/4467644152,Citi Auto Group LLC,https://citiautogroup.com/,car,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/5351411121,Schafer's Auto Center,https://www.schafersauto.com/,car-repair,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/5413809123,Bounc'n & Behaving Hair Studio,https://www.bouncedolls.com/,beauty,PHL,62,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/5579935323,"Big Head Transport, LLC",http://bigheadtransportllc.com/,tyres,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/5605176321,Luxe Nail Bar,https://luxephilly.com/,beauty,PHL,50,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:node/5727890933,Big Head Auto Salvage,https://www.bigheadautosalvage.com/,car-parts,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/5789523769,Kehan's Auto Service,http://kehansautoservice.com/,car-repair,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6897200024,JB Motor Works,https://www.jbmotorwork.com/,car-repair,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/7408327411,City Fitness Northern Liberties,https://cityfitnessphilly.com/,fitness-centre,PHL,71,unconfirmed,0.91,42,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/7548356160,Kari Skin,https://kariskin.com/,massage,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8139875094,James Shuler Memorial Boxing Gym,https://www.jamesshulerboxing.com/,fitness-centre,PHL,69,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/8807833622,Warhorse Barbell Club,https://www.warhorsebarbellclub.com/,fitness-centre,PHL,69,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/9239014186,iRepairWorks,https://phillyiphonerepair.com/,electronics-repair,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/9459428359,Cure Nails & Spa,https://cure-nails-spa.edan.io/,beauty,PHL,65,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/9699592114,V's Barbershop - Old City Philadelphia,https://vbarbershop.com/locations/old-city-philadelphia,hairdresser,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/9870149631,Judy's Hair and Wig Salon,https://judyshairandwigsalon.com/,beauty,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/10573083510,Phone Repair Philly,http://phonerepairphilly.com/,electronics-repair,PHL,61,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10593793355,8 Limbs Academy,https://8limbsacademy.com/,fitness-centre,PHL,59,dated,0.91,48,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/10596091300,Island Design Natural Hair Salon,https://islandesignsalon.com/,hairdresser,PHL,55,dated,0.91,45,nurture,low-cost touch only,0,Bad site but opportunity 45 < build floor 55 — not worth a build slot
osm:node/10760531985,BPM Fitness,https://bpmfitnessphl.com/,fitness-centre,PHL,33,decayed,0.91,65,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/10821817498,Odyssey Hair Studio,https://odysseyhairstudio.com/,hairdresser,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11018100444,Drexel Recreation Center,https://drexel.edu/recathletics/,fitness-centre,PHL,63,dated,0.91,46,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11055837169,K Louise Boutique Salon,https://klouisesalon.com/index.html,beauty,PHL,62,dated,0.82,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/11072156885,Style of Man,https://styleofman.com/,hairdresser,PHL,51,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:node/11102437698,Euphoria Nail Bar,https://euphorianailbar.com/,beauty,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/11102457739,Citrine Glow,https://www.citrineglowmedispa.com/,beauty,PHL,71,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11110283044,Redwood Beauty and Wellness Spa,https://redwoodwellness.life/,beauty,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12222615902,Lakshmi Hair Studio,https://www.lakshmihairstudio.com/,hairdresser,PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12229752738,Nic Grooming,https://www.nicgrooming.com/,hairdresser,PHL,71,unconfirmed,0.91,27,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/12230309786,Rocket Tan,https://www.rockettans.com/,beauty,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12235452445,Blokes Barbershop & Gentleman's Emporium,https://www.blokesbarbershop.com/,hairdresser,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12235452448,Hush Salon,https://hushsalon.com/,hairdresser,PHL,59,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12238320565,Yudizza Spa,https://yudizzamedspa.com/,beauty,PHL,63,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12351583301,Alchemy Hair Lab,https://alchemyhairlab.com/,hairdresser,PHL,64,dated,0.82,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/12875707323,Fix It Master,https://master-fixit.com/,electronics-repair,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13411855935,8 Cylinders Auto Repair Philadelphia,https://8cylindersautorepair.com/,car-repair,PHL,74,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/339790852,Family Chrysler Dodge Jeep RAM,http://www.familyautos.com/,car,PHL,45,decayed,0.26,51,enrich,undecided,0,Confidence 26% is too low to route. Run the Tier 1 rendered audit.
osm:way/618324181,Grand Prix Worx,https://www.grandprixworx.com/,car,PHL,62,dated,0.91,40,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/618324191,Car Pretty Window Tinting,https://carprettywindowtinting.com/,car-repair,PHL,75,unconfirmed,0.91,32,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:way/632069349,Elite Auto Parts,http://cecarparts.com/,car-parts,PHL,0,broken,1,78,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/642139708,Z Brothers Services Center,https://z-brothers.net/,car-repair,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/993917745,Liberty Coca-Cola Beverages,https://www.libertycoke.com/,works,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1038109486,Naryan Auto Group,https://naryanauto.com/,car,PHL,50,dated,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:way/1136568730,Larry's Auto Repair,https://www.larrysautorepairpa.com/,car-repair,PHL,58,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/1189246515,First Class Auto Land,https://www.firstclassautoland.com/,car,PHL,23,broken,0.91,65,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/1355993034,Paul Bros. Auto Body,https://www.paulbrosautobody.com/,car-repair,PHL,66,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/2105816890,Miller Mountain High Performance,https://millermountainhp.com/,car-repair,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/2856411359,Grand Sport Auto Body,http://www.grandsportautobody.com/locations/collegeville.php,car-repair,PHL,11,broken,0.91,72,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6265647763,MYTECH Automotive Service Center,https://www.mytechautosvc.com/,car-repair,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/7871046428,Wellsford Fine Custom Cabinetry,https://wellsfordcabinetry.com/,joiner,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/9795531224,Red Tree Tech,https://redtreetech.com/,electronics-repair,PHL,67,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/13437987082,First Call Appliance Repair,https://firstcallappliancerepair.com/,electronics-repair,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/11549319972,GSK Technologies,https://www.gsktechnologiesllc.com/,electronics-repair,PHL,,ungraded,0.16,44,enrich,undecided,0,"Re-audit: no usable evidence. Check the URL, then run Tier 1 (rendered) audit."
osm:node/13477770801,Havertown Phone & Computer Repair,https://havertowncomputerrepair.com/,electronics-repair,PHL,27,broken,0.36,62,enrich,undecided,0,Confidence 36% is too low to route. Run the Tier 1 rendered audit.
osm:way/230975784,Piasecki Aircraft Corporation,https://piasecki.com/,works,PHL,69,dated,0.91,35,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/625659244,Ampro,https://www.amprogo.com/,works,PHL,60,dated,0.91,42,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/689358054,NewAge® Industries,http://newagecareers.com/,works,PHL,11,broken,0.91,72,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/6434718197,West Chester Computer Doctor,https://wcpcmd.com/,electronics-repair,PHL,49,decayed,0.91,48,nurture,low-cost touch only,0,Bad site but opportunity 48 < build floor 55 — not worth a build slot
osm:node/10749513073,Signs A La Carte,https://www.signsalacarte.com/,signmaker,PHL,57,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/3420829694,Superior Tube,https://www.superiortube.com/,works,PHL,59,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/6744104885,Sonoco Paperboard,https://www.sonocoprotectivesolutions.com/,works,PHL,60,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:way/66083124,ansarispharma.com,http://ansarispharma.com/index.php,works,PHL,0,broken,1,82,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:way/200566632,SFC Global Supply Chain,https://www.schwanscompany.com/brands-and-businesses/global-supply-chain.htm,works,PHL,47,decayed,0.91,47,nurture,low-cost touch only,0,Bad site but opportunity 47 < build floor 55 — not worth a build slot
osm:node/310902947,Architectural Antiques Exchange,https://www.architecturalantiques.com/,antiques,PHL,72,unconfirmed,0.91,34,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/1491913852,Bicycle Therapy,https://www.bicycletherapy.com/,bicycle,PHL,68,dated,0.91,37,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/1685394803,Firehouse Bicycles,https://firehousebicycles.com/,bicycle,PHL,59,dated,0.91,32,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/2003056802,Frederick W. Oster Fine Violins,https://www.osterviolins.com/,musical-instrument,PHL,33,decayed,0.91,58,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
osm:node/2105012239,Baltimore Pet Shoppe,http://www.baltimorepetshoppe.com/,pet,PHL,41,decayed,0.91,54,nurture,low-cost touch only,0,Bad site but opportunity 54 < build floor 55 — not worth a build slot
osm:node/343293806,Prohibition Taproom,http://theprohibitiontaproom.com/,pub,PHL,70,unconfirmed,0.91,35,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
osm:node/566683522,Spring Garden Pizza & Restaurant,https://www.springgardenpizza.com/,restaurant,PHL,66,dated,0.91,45,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/649984275,Ants Pants Cafe,https://www.antspantscafe.com/,cafe,PHL,64,dated,0.91,45,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/655417201,Saxbys,https://www.saxbyscoffee.com/,cafe,PHL,62,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
osm:node/1033918289,Almaz Cafe,https://almazcafes.com/,cafe,PHL,54,dated,0.91,51,nurture,low-cost touch only,0,Bad site but opportunity 51 < build floor 55 — not worth a build slot
